Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	StopIter	Time
338	61.833332	10.508515	69.2	43.5	462.33334	1356000	3.0	20991.40754842758
339	69.1875	0.048411552	69.2	69.0	244.8125	1360000	5.0	21051.18054175377
340	69.2	0.0	69.2	69.2	245.0	1364000	5.0	21109.904425144196
341	69.2	0.0	69.2	69.2	245.0	1368000	6.0	21167.779841184616
342	69.2	0.0	69.2	69.2	245.0	1372000	9.0	21225.96114373207
343	69.19375	0.024205776	69.2	69.1	244.875	1376000	6.0	21283.77625322342
344	69.2	0.0	69.2	69.2	245.0	1380000	18.0	21342.83554625511
345	65.799995	8.995553	69.2	42.0	414.875	1384000	12.0	21400.724109888077
346	54.057137	16.061388	69.2	21.5	409.7143	1388000	5.0	21457.907082796097
347	69.2	0.0	69.2	69.2	245.0	1392000	5.0	21515.620518922806
348	67.59374	6.3247	69.5	43.1	247.5625	1396000	2.0	21572.99242424965
349	69.19375	0.024205776	69.2	69.1	244.875	1400000	7.0	21630.912356376648
